target,segment,samples,sites,MAE_transformed,baseline_MAE_transformed,improvement_percent,source_MAE,source_bias,events,caught,missed,false_flags,recall,precision,small_sample
ph,251221150008,2,1,0.06000000000000005,0.06000000000000005,0.0,0.06000000000000005,0.06000000000000005,2,1,1,0,0.5,1.0,True
ph,251221150232,4,1,0.13250000000000006,0.13250000000000006,0.0,0.13250000000000006,0.07250000000000001,0,0,0,1,,0.0,True
ph,251221150343,4,1,0.35499999999999976,0.35499999999999976,0.0,0.35499999999999976,0.010000000000000009,3,3,0,1,1.0,0.75,True
ph,251221150501,4,1,0.31500000000000017,0.31500000000000017,0.0,0.31500000000000017,0.1100000000000001,0,0,0,0,,,True
ph,251221150928,4,1,0.38000000000000034,0.38000000000000034,0.0,0.38000000000000034,0.06499999999999995,2,2,0,2,1.0,0.5,True
ph,251221151218,2,1,0.1949999999999994,0.1949999999999994,0.0,0.1949999999999994,0.1349999999999998,0,0,0,0,,,True
ph,251221153641,1,1,0.35999999999999943,0.35999999999999943,0.0,0.35999999999999943,-0.35999999999999943,0,0,0,0,,,True
ph,251221153821,1,1,0.22999999999999954,0.22999999999999954,0.0,0.22999999999999954,-0.22999999999999954,0,0,0,0,,,True
ph,251221153909,1,1,0.040000000000000036,0.040000000000000036,0.0,0.040000000000000036,0.040000000000000036,0,0,0,0,,,True
ph,251221154015,1,1,0.40000000000000036,0.40000000000000036,0.0,0.40000000000000036,-0.40000000000000036,0,0,0,0,,,True
ph,251221154202,1,1,0.08999999999999986,0.08999999999999986,0.0,0.08999999999999986,-0.08999999999999986,1,1,0,0,1.0,1.0,True
ph,5303305,13,1,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0,0,0,0,,,True
ph,5303306,14,1,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0,0,0,0,,,True
ph,5303308,11,1,0.1363636363636366,0.1363636363636366,0.0,0.1363636363636366,0.06363636363636366,0,0,0,10,,0.0,True
ph,5303309,4,1,0.10000000000000009,0.10000000000000009,0.0,0.10000000000000009,0.0,0,0,0,4,,0.0,True
ph,53033100,11,1,0.4090909090909091,0.4090909090909091,0.0,0.4090909090909091,-0.045454545454545456,0,0,0,6,,0.0,True
ph,53033101,15,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,2,1,1,11,0.5,0.08333333333333333,True
ph,53033102,5,1,0.8,0.8,0.0,0.8,0.0,1,0,1,0,0.0,,True
ph,53033103,6,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,1,1,0,2,1.0,0.3333333333333333,True
ph,53033104,10,1,0.2,0.2,0.0,0.2,0.0,1,1,0,7,1.0,0.125,True
ph,53033105,14,1,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,1,0,1,4,0.0,0.0,True
ph,5303318,11,1,0.3018181818181817,0.3018181818181817,0.0,0.3018181818181817,0.09090909090909091,1,1,0,9,1.0,0.1,True
