site,target,planned_sample_date,issue_date,status,predicted,experimental_tail_probability,experimental_flag,target_age_days,selected_model,risk_model
241118183308,ecoli,2026-04-20,2026-04-13,eligible,56.44415515172432,0.23236009732360097,False,108.0,forest,constant_prevalence
241118183308,other_coliform,2026-04-20,2026-04-13,eligible,200.0,0.25953104569112945,False,108.0,last_observation,forest
241118183308,water_temperature,2026-04-20,2026-04-13,eligible,10.525237588527249,0.02684380014974207,False,45.0,forest,forest
241118183308,dissolved_oxygen,2026-04-20,2026-04-13,eligible,10.860571643616158,0.010428530279788862,False,80.0,forest,forest
241118183308,oxygen_saturation,2026-04-20,2026-04-13,eligible,92.2751109336974,0.06525946619818129,False,80.0,forest,forest
241118183308,ph,2026-04-20,2026-04-13,eligible,7.5,0.12680878049516178,True,45.0,last_observation,forest
241118183308,conductivity,2026-04-20,2026-04-13,eligible,185.38751250125384,0.18059299191374664,False,45.0,forest,constant_prevalence
241118183308,nitrate,2026-04-20,2026-04-13,eligible,1.4248711305964281,0.3199990107253195,True,45.0,site_median,forest
241118183308,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183308,turbidity_reported,2026-04-20,2026-04-13,eligible,13.15862070243354,0.33026716976769144,True,45.0,site_seasonal,forest
241118183308,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183308,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183308,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183308,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183308,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183404,ecoli,2026-04-20,2026-04-13,eligible,11.102593087078352,0.23236009732360097,False,108.0,forest,constant_prevalence
241118183404,other_coliform,2026-04-20,2026-04-13,eligible,133.32999999999996,0.23837011409922507,False,108.0,last_observation,forest
